gender,ownhome,approval_senator2,partisan_identity,voted_president_party,protestantism_branch,has_child,religion,union_membership,religion_importance,approval_president,race_ethnicity,approval_governor,citizen,age,economy_retro,educ,approval_house_representative,church_attendance,employment_status,family_income,uninsured,no_immediate_family_served_military,state,year,union_membership_household,evangelical,approval_senator1,marital_status,interest_in_news,ideology,voted_general_election,registered_party,voted_senator_party,intention_house_representative_vote,registration_status,intention_to_vote,intention_president_vote,self_reported_turnout,intention_senator_vote,voted_house_representative_party,intention_governor_vote,voted_governor_party
Female,Rent,Never Heard / Not Sure,Not Very Strong Democrat,Did not Vote,Not protestant,Yes,Muslim,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,36,Gotten worse / somewhat worse,4-Year,Never Heard / Not Sure,A Few Times a Year,Full-Time,50k - 60k,Yes,Yes,Washington,2022,union_hh,No,Never Heard / Not Sure,Married,Some of the time,Liberal,,,,,,No,,,,,,
Male,Rent,Disapprove / Somewhat Disapprove,Not Very Strong Republican,,Not protestant,No,Roman Catholic,union,Very Important,Approve / Somewhat Approve,Asian,Disapprove / Somewhat Disapprove,Citizen,19,Stayed about the same,Some College,Approve / Somewhat Approve,Once a Week,Part-Time,100k - 120k,No,Yes,Hawaii,2018,union_hh,No,Disapprove / Somewhat Disapprove,Single / Never Married,Some of the time,Conservative,Voted,No Record of Party Registration,Republican,Republican,Active,"Yes, definitely",,Yes,Republican,Republican,Republican,Republican
Male,Own,Disapprove / Somewhat Disapprove,Not Very Strong Republican,Democratic,Not protestant,Yes,Hindu,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Citizen,50,Stayed about the same,Some College,Never Heard / Not Sure,Once or Twice a Month,Full-Time,50k - 60k,No,Yes,New Jersey,2016,union_hh,No,Strongly Disapprove,Married,Most of the time,Conservative,Voted,No Record of Party Registration,,Republican,Active,"Yes, definitely",,Yes,,Republican,,
Male,Own,Never Heard / Not Sure,Strong Democrat,,Not protestant,No,Something Else,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,26,Gotten better / somewhat better,High School Graduate,Approve / Somewhat Approve,More Than Once a Week,Student,70k - 80k,No,No,Nevada,2016,union_hh,No,Never Heard / Not Sure,Single / Never Married,Some of the time,Moderate,No Record of Voting,No Record of Party Registration,,,No Record of Registration,"Yes, definitely",Democratic,,,,,
Male,Rent,Approve / Somewhat Approve,Not Very Strong Republican,,Not protestant,No,Roman Catholic,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,25,Gotten better / somewhat better,4-Year,Disapprove / Somewhat Disapprove,Once a Week,Full-Time,80k - 100k,Yes,No,California,2012,union_hh,No,Approve / Somewhat Approve,Single / Never Married,Some of the time,Conservative,Voted,No Record of Party Registration,,Republican,Active,"Yes, definitely",Democratic,,Republican,,,
Female,Rent,Disapprove / Somewhat Disapprove,Not Very Strong Democrat,Democratic,Not protestant,No,Muslim,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,28,Stayed about the same,4-Year,Never Heard of this Person,A Few Times a Year,Full-Time,50k - 60k,No,Yes,Texas,2018,union_hh,No,Disapprove / Somewhat Disapprove,Single / Never Married,Most of the time,Liberal,No Record of Voting,No Record of Party Registration,Democratic,Democratic,No Record of Registration,Plan to vote early,,Yes,Democratic,Democratic,Democratic,Democratic
Male,Own,Strongly Disapprove,Independent,Did not Vote,Baptist,Yes,Protestant,union,Very Important,Strongly Disapprove,Asian,Disapprove / Somewhat Disapprove,Citizen,65,Gotten much worse,Some College,Strongly Disapprove,Once a Week,Full-Time,100k - 120k,No,No,Delaware,2022,union_hh,Yes,Strongly Disapprove,Married,Only now and then,Conservative,,,,Republican,,Probably,,Yes,,Republican,,
Female,Own,Approve / Somewhat Approve,Strong Democrat,Democratic,Not protestant,No,Roman Catholic,union,Very Important,Strongly Disapprove,Asian,Strongly Approve,Citizen,63,Gotten worse / somewhat worse,Post-Grad,Approve / Somewhat Approve,Once a Week,Part-Time,120k - 150k,No,Yes,New York,2020,union_hh,No,Approve / Somewhat Approve,Married,Most of the time,Liberal,Voted,No Record of Party Registration,,Democratic,Active,"Yes, definitely",Democratic,Yes,,Democratic,,
Male,Other,Approve / Somewhat Approve,Not Very Strong Democrat,,Baptist,No,Protestant,union,Very Important,Strongly Approve,Asian,Approve / Somewhat Approve,Citizen,21,Gotten much better,High School Graduate,,A Few Times a Year,Student,Less than 10k,No,Yes,Hawaii,2016,union_hh,Yes,Approve / Somewhat Approve,Single / Never Married,Some of the time,Conservative,No Record of Voting,No Record of Party Registration,,,Active,"Yes, definitely",Democratic,,Democratic,,,
Male,Own,Strongly Approve,Not Very Strong Democrat,Democratic,Not protestant,No,Hindu,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Approve / Somewhat Approve,Citizen,38,Gotten better / somewhat better,Post-Grad,Strongly Approve,A Few Times a Year,Permanently Disabled,20k - 30k,No,Yes,Washington,2018,union_hh,No,Strongly Approve,Single / Never Married,Some of the time,Liberal,No Record of Voting,No Record of Party Registration,Democratic,Democratic,No Record of Registration,No,,Yes,Democratic,Democratic,,
Male,Own,Never Heard / Not Sure,Lean Republican,,Not protestant,No,Roman Catholic,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,31,Stayed about the same,4-Year,Never Heard / Not Sure,Once a Week,Full-Time,150k+,No,Yes,Illinois,2016,union_hh,No,Never Heard / Not Sure,Married,Only now and then,Conservative,Voted,No Record of Party Registration,,Republican,Active,"Yes, definitely",,,Republican,,,
Male,Own,Strongly Approve,Strong Republican,Democratic,Not protestant,No,Hindu,union,Very Important,Strongly Approve,Asian,Strongly Approve,Citizen,19,Gotten much better,High School Graduate,Strongly Approve,Never,Student,20k - 30k,No,No,New York,2016,union_hh,Yes,Strongly Approve,Single / Never Married,Most of the time,Very Liberal,No Record of Voting,No Record of Party Registration,Republican,Democratic,No Record of Registration,"Yes, definitely",Republican,Yes,Republican,Republican,,
Female,Rent,Never Heard of this Person,Not Very Strong Democrat,,Not protestant,No,Muslim,union,Very Important,,Asian,,Citizen,25,Gotten better / somewhat better,Some College,Never Heard of this Person,A Few Times a Year,Part-Time,40k - 50k,Yes,Yes,New York,2019,union_hh,No,Never Heard of this Person,Married,Some of the time,Moderate,,,,,,,,,,,,
Male,Own,Strongly Disapprove,Independent,Did not Vote,Not protestant,No,Hindu,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Non-Citizen,25,Gotten much worse,4-Year,Disapprove / Somewhat Disapprove,Once a Week,Full-Time,120k - 150k,No,Yes,New York,2022,union_hh,No,Strongly Disapprove,Single / Never Married,Most of the time,Very Liberal,,,,Democratic,,,,,,,,
Female,Own,Never Heard / Not Sure,Not Sure,,Not protestant,Yes,Muslim,union,Very Important,Never Heard / Not Sure,Asian,Never Heard / Not Sure,Non-Citizen,37,Not sure,No HS,Never Heard / Not Sure,Never,Homemaker,Prefer not to say,No,Yes,Texas,2017,union_hh,No,Never Heard / Not Sure,Married,Hardly at all,Moderate,,,,,,,,,,,,
Male,Rent,Approve / Somewhat Approve,Lean Democrat,Democratic,Not protestant,No,Buddhist,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,67,Gotten worse / somewhat worse,4-Year,Approve / Somewhat Approve,Once or Twice a Month,Unemployed,30k - 40k,No,Yes,California,2010,union_hh,Yes,Approve / Somewhat Approve,Married,Only now and then,Moderate,No Record of Voting,,,,No Record of Registration,,,Yes,Democratic,,Democratic,
Female,Own,Approve / Somewhat Approve,Strong Republican,Republican,Not protestant,No,Roman Catholic,union,Very Important,Strongly Approve,Asian,Approve / Somewhat Approve,Citizen,36,Gotten better / somewhat better,4-Year,,Once or Twice a Month,Full-Time,70k - 80k,No,Yes,Texas,2020,union_hh,No,Strongly Approve,Married,Most of the time,Very Conservative,No Record of Voting,No Record of Party Registration,Republican,Republican,No Record of Registration,"Yes, definitely",Republican,Yes,Republican,Republican,,
Male,Own,Approve / Somewhat Approve,Lean Republican,Republican,Something Else,No,Protestant,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,60,Stayed about the same,Post-Grad,Strongly Disapprove,Once a Week,Full-Time,80k - 100k,No,No,Hawaii,2012,union_hh,Yes,Strongly Disapprove,Married,Most of the time,Conservative,Voted,No Record of Party Registration,Republican,Republican,Active,"Yes, definitely",Republican,Yes,Republican,Republican,,
Male,Own,Disapprove / Somewhat Disapprove,Independent,Democratic,Not protestant,Yes,Buddhist,union,Very Important,Strongly Disapprove,Asian,Never Heard / Not Sure,Citizen,52,Not sure,Post-Grad,Never Heard / Not Sure,Once or Twice a Month,Full-Time,120k - 150k,No,Yes,Oregon,2017,union_hh,No,Disapprove / Somewhat Disapprove,Married,Some of the time,Conservative,,,,,,,,,,,,
Female,Own,Approve / Somewhat Approve,Independent,,Not protestant,No,Roman Catholic,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Non-Citizen,33,Stayed about the same,High School Graduate,Approve / Somewhat Approve,Seldom,Unemployed,20k - 30k,Yes,Yes,New Mexico,2019,union_hh,No,Approve / Somewhat Approve,Married,Some of the time,Liberal,,,,,,,,,,,,
Female,Own,Approve / Somewhat Approve,Not Very Strong Democrat,Democratic,Not protestant,Yes,Buddhist,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,47,Gotten much worse,4-Year,Approve / Somewhat Approve,A Few Times a Year,Full-Time,20k - 30k,Yes,Yes,Oregon,2012,union_hh,No,Disapprove / Somewhat Disapprove,Married,Most of the time,Moderate,No Record of Voting,No Record of Party Registration,,,Unregistered,"Yes, definitely",Democratic,Yes,,Democratic,,
Male,Own,Disapprove / Somewhat Disapprove,Not Very Strong Democrat,Democratic,Not protestant,Yes,Muslim,union,Very Important,Strongly Disapprove,Asian,Strongly Approve,Citizen,32,Gotten better / somewhat better,4-Year,Strongly Approve,Once a Week,Full-Time,150k+,No,Yes,Kansas,2020,union_hh,No,Disapprove / Somewhat Disapprove,Married,Some of the time,Liberal,Voted,No Record of Party Registration,Democratic,Democratic,Active,"Yes, definitely",Democratic,Yes,Democratic,Democratic,,
Male,Own,Strongly Approve,Strong Democrat,Democratic,Not protestant,No,Roman Catholic,union,Very Important,Strongly Disapprove,Asian,Strongly Approve,Citizen,37,Gotten much worse,4-Year,Disapprove / Somewhat Disapprove,Once a Week,Full-Time,40k - 50k,No,No,Texas,2017,union_hh,Yes,Approve / Somewhat Approve,Married,Most of the time,Very Liberal,,,,,,,,,,,,
Male,Rent,Approve / Somewhat Approve,Not Very Strong Democrat,Democratic,Not protestant,Yes,Roman Catholic,union,Very Important,Strongly Approve,Asian,Approve / Somewhat Approve,,42,Gotten better / somewhat better,4-Year,Approve / Somewhat Approve,Once a Week,Full-Time,30k - 40k,No,Yes,Florida,2015,union_hh,No,Approve / Somewhat Approve,Married,Some of the time,Moderate,,,,,,,,,,,,
Female,Own,Disapprove / Somewhat Disapprove,Not Very Strong Democrat,,Not protestant,Yes,Muslim,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Citizen,28,Stayed about the same,2-Year,Approve / Somewhat Approve,A Few Times a Year,Homemaker,40k - 50k,Yes,Yes,North Carolina,2020,union_hh,No,Approve / Somewhat Approve,Married,Some of the time,Moderate,No Record of Voting,No Record of Party Registration,,Democratic,No Record of Registration,"Yes, definitely",Democratic,,Democratic,,Democratic,
Female,Own,Approve / Somewhat Approve,Lean Democrat,Democratic,Not protestant,No,Muslim,union,Very Important,Approve / Somewhat Approve,Asian,Never Heard / Not Sure,Non-Citizen,53,Gotten better / somewhat better,Post-Grad,Approve / Somewhat Approve,Once a Week,Full-Time,150k+,No,Yes,New York,2014,union_hh,No,Approve / Somewhat Approve,Married,Only now and then,Moderate,No Record of Voting,No Record of Party Registration,,Democratic,Unregistered,Probably,,No,,,Democratic,
Male,Own,Strongly Approve,Independent,Did not Vote,Not protestant,No,Roman Catholic,union,Very Important,Strongly Approve,Asian,Approve / Somewhat Approve,Non-Citizen,24,Stayed about the same,2-Year,Approve / Somewhat Approve,More Than Once a Week,Unemployed,Prefer not to say,No,Yes,Maine,2010,union_hh,No,Approve / Somewhat Approve,Single / Never Married,Some of the time,Moderate,No Record of Voting,,,Democratic,No Record of Registration,,,No,,,,
Female,Own,Approve / Somewhat Approve,Not Very Strong Republican,Republican,Not protestant,No,Buddhist,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,61,Gotten worse / somewhat worse,High School Graduate,Strongly Approve,Seldom,Retired,70k - 80k,No,No,Pennsylvania,2010,union_hh,No,Strongly Approve,Married,Some of the time,Conservative,No Record of Voting,,Republican,,No Record of Registration,,,Yes,Republican,Democratic,Republican,Republican
Male,Rent,Approve / Somewhat Approve,Lean Democrat,,Not protestant,No,Nothing in Particular,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,36,Stayed about the same,Post-Grad,Approve / Somewhat Approve,Never,Full-Time,100k - 120k,No,Yes,Delaware,2016,union_hh,No,Approve / Somewhat Approve,Separated,Don't Know,Moderate,No Record of Voting,No Record of Party Registration,,,No Record of Registration,Probably,Democratic,No,,,,
Female,Rent,Never Heard / Not Sure,Independent,Democratic,Not protestant,No,Nothing in Particular,union,Very Important,Strongly Disapprove,Asian,Never Heard / Not Sure,Citizen,27,Gotten worse / somewhat worse,4-Year,Never Heard / Not Sure,Never,Full-Time,40k - 50k,No,Yes,Illinois,2020,union_hh,No,Never Heard / Not Sure,Single / Never Married,Hardly at all,Moderate,No Record of Voting,No Record of Party Registration,Democratic,,No Record of Registration,No,,Yes,,Democratic,,
Male,Own,Never Heard / Not Sure,Not Very Strong Democrat,,Not protestant,No,Muslim,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,29,Gotten worse / somewhat worse,4-Year,Never Heard / Not Sure,Once a Week,Full-Time,100k - 120k,No,Yes,Illinois,2020,union_hh,No,Never Heard / Not Sure,Single / Never Married,Only now and then,Moderate,Voted,No Record of Party Registration,,,Active,I already voted (early or absentee),,,,,,
Male,Own,Strongly Disapprove,Strong Republican,Republican,Not protestant,No,Roman Catholic,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,76,Gotten worse / somewhat worse,4-Year,,Once a Week,Retired,80k - 100k,No,No,Maryland,2012,union_hh,No,Strongly Disapprove,Married,Most of the time,Conservative,Voted,Republican Party,Republican,Republican,Active,"Yes, definitely",Republican,Yes,Republican,Republican,,
Male,Own,Approve / Somewhat Approve,Strong Democrat,Republican,Baptist,No,Roman Catholic,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,34,Gotten much better,4-Year,Approve / Somewhat Approve,Once a Week,Full-Time,70k - 80k,No,Yes,Oregon,2016,union_hh,Yes,Approve / Somewhat Approve,Single / Never Married,Most of the time,Liberal,No Record of Voting,No Record of Party Registration,Republican,Democratic,No Record of Registration,"Yes, definitely",Democratic,Yes,Democratic,Republican,Republican,Republican
Male,Own,Never Heard / Not Sure,Independent,Democratic,Not protestant,Yes,Roman Catholic,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,40,Gotten better / somewhat better,Post-Grad,Never Heard / Not Sure,Once a Week,Full-Time,150k+,No,Yes,Maryland,2016,union_hh,No,Never Heard / Not Sure,Married,Most of the time,Moderate,Voted,No Record of Party Registration,Democratic,Democratic,Active,Probably,Democratic,Yes,Democratic,Democratic,,
Female,Rent,Approve / Somewhat Approve,Not Very Strong Democrat,Democratic,Baptist,No,Protestant,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Citizen,56,Gotten worse / somewhat worse,2-Year,Approve / Somewhat Approve,Once or Twice a Month,Unemployed,80k - 100k,No,Yes,California,2018,union_hh,Yes,Strongly Approve,Single / Never Married,Most of the time,Moderate,Voted,No Record of Party Registration,Democratic,Democratic,Active,"Yes, definitely",,Yes,Democratic,Democratic,Democratic,Democratic
Male,Own,Approve / Somewhat Approve,Not Very Strong Democrat,Democratic,Not protestant,No,Buddhist,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,24,Gotten much worse,Post-Grad,Disapprove / Somewhat Disapprove,More Than Once a Week,Part-Time,10k - 20k,Yes,Yes,California,2010,union_hh,No,Approve / Somewhat Approve,Single / Never Married,Only now and then,Very Liberal,No Record of Voting,,,,Active,,,No,Democratic,,Democratic,
Male,Rent,Approve / Somewhat Approve,Strong Democrat,,Not protestant,No,Hindu,union,Very Important,Strongly Approve,Asian,Approve / Somewhat Approve,Non-Citizen,40,Gotten worse / somewhat worse,Post-Grad,Approve / Somewhat Approve,Once or Twice a Month,Student,120k - 150k,Yes,Yes,Virginia,2016,union_hh,No,Approve / Somewhat Approve,Single / Never Married,Some of the time,Very Liberal,No Record of Voting,No Record of Party Registration,,Republican,Unregistered,No,Democratic,,,,,
Male,Own,Strongly Disapprove,Lean Republican,Republican,Nondenominational or Independent Church,No,Protestant,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,69,Gotten much worse,2-Year,Strongly Disapprove,Once a Week,Retired,50k - 60k,No,No,Hawaii,2022,union_hh,Yes,Strongly Disapprove,Married,Most of the time,Very Conservative,,,Republican,Republican,,"Yes, definitely",,Yes,Republican,Republican,Republican,Republican
Female,Rent,Strongly Approve,Lean Democrat,Did not Vote,Not protestant,No,Eastern or Greek Orthodox,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,25,Gotten worse / somewhat worse,4-Year,Approve / Somewhat Approve,A Few Times a Year,Unemployed,20k - 30k,No,No,Indiana,2010,union_hh,Yes,Approve / Somewhat Approve,Domestic Partnership,Some of the time,Liberal,No Record of Voting,,,Democratic,No Record of Registration,,,No,Democratic,,,
Male,Rent,Approve / Somewhat Approve,Independent,Republican,Not protestant,No,Buddhist,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Citizen,22,Gotten much worse,2-Year,Strongly Disapprove,Once a Week,Student,120k - 150k,No,Yes,North Carolina,2022,union_hh,Yes,Strongly Disapprove,Married,Most of the time,Moderate,,,,Republican,,Probably,,No,Republican,,,
Male,Own,Disapprove / Somewhat Disapprove,Independent,Republican,Church of Christ or Disciples of Christ,No,Protestant,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,55,Gotten much better,4-Year,Never Heard of this Person,More Than Once a Week,Part-Time,150k+,No,Yes,Georgia,2018,union_hh,Yes,Approve / Somewhat Approve,Married,Most of the time,Conservative,Voted,No Record of Party Registration,,,Active,"Yes, definitely",,Yes,,Republican,,
Female,Rent,Never Heard of this Person,Not Very Strong Democrat,,Not protestant,No,Muslim,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Disapprove / Somewhat Disapprove,Citizen,25,Stayed about the same,4-Year,Never Heard of this Person,A Few Times a Year,Full-Time,150k+,No,No,New York,2014,union_hh,No,Disapprove / Somewhat Disapprove,Married,Only now and then,Moderate,No Record of Voting,No Record of Party Registration,,,No Record of Registration,Probably,,No,,,,
Female,Rent,Never Heard / Not Sure,Strong Democrat,Democratic,Presbyterian,No,Protestant,union,Very Important,Strongly Disapprove,Asian,Never Heard / Not Sure,Citizen,20,Gotten worse / somewhat worse,High School Graduate,Never Heard / Not Sure,Once a Week,Student,70k - 80k,No,No,Minnesota,2020,union_hh,No,Never Heard / Not Sure,Married,Most of the time,Very Liberal,No Record of Voting,No Record of Party Registration,Democratic,Democratic,No Record of Registration,"Yes, definitely",Democratic,Yes,Democratic,Democratic,,
Male,Rent,Strongly Disapprove,Independent,Republican,Episcopalian,No,Nothing in Particular,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,56,Gotten much worse,High School Graduate,Strongly Disapprove,Never,Unemployed,Less than 10k,Yes,No,California,2021,union_hh,Yes,Strongly Disapprove,Domestic Partnership,Only now and then,Very Conservative,,,,,,,,,,,,
Female,Rent,Approve / Somewhat Approve,Not Very Strong Republican,,Methodist,Yes,Protestant,union,Very Important,Strongly Disapprove,Asian,Disapprove / Somewhat Disapprove,Non-Citizen,29,Stayed about the same,4-Year,Never Heard / Not Sure,Once a Week,Unemployed,70k - 80k,No,Yes,Georgia,2016,union_hh,Yes,Never Heard / Not Sure,Married,Most of the time,Moderate,No Record of Voting,No Record of Party Registration,,Republican,No Record of Registration,No,Republican,,Republican,,,
Female,Own,Strongly Disapprove,Lean Democrat,Democratic,Reformed,No,Protestant,union,Very Important,Approve / Somewhat Approve,Asian,Disapprove / Somewhat Disapprove,Citizen,62,Gotten better / somewhat better,Post-Grad,Approve / Somewhat Approve,Once a Week,Part-Time,100k - 120k,No,Yes,Missouri,2021,union_hh,Yes,Strongly Disapprove,Married,Some of the time,Moderate,,,,,,,,,,,,
Female,Rent,Disapprove / Somewhat Disapprove,Lean Republican,Republican,Not protestant,Yes,Mormon,union,Very Important,Strongly Disapprove,Asian,Approve / Somewhat Approve,Citizen,28,Stayed about the same,2-Year,Approve / Somewhat Approve,Once a Week,Part-Time,70k - 80k,No,Yes,Utah,2014,union_hh,No,Disapprove / Somewhat Disapprove,Married,Some of the time,Conservative,No Record of Voting,No Record of Party Registration,,Republican,No Record of Registration,"Yes, definitely",,No,,,,
Female,Own,Approve / Somewhat Approve,Independent,Republican,Not protestant,No,Hindu,union,Very Important,Disapprove / Somewhat Disapprove,Asian,Approve / Somewhat Approve,Citizen,51,Stayed about the same,4-Year,Never Heard / Not Sure,Once a Week,Retired,60k - 70k,No,Yes,Arizona,2012,union_hh,No,Approve / Somewhat Approve,Married,Some of the time,Moderate,Voted,No Record of Party Registration,Republican,Democratic,Active,"Yes, definitely",,Yes,Republican,Republican,,
Female,Rent,Never Heard of this Person,Lean Republican,Democratic,Nondenominational or Independent Church,No,Protestant,union,Very Important,Strongly Disapprove,Asian,Disapprove / Somewhat Disapprove,Citizen,26,Gotten worse / somewhat worse,4-Year,Never Heard of this Person,More Than Once a Week,Full-Time,Prefer not to say,No,Yes,California,2018,union_hh,Yes,Never Heard of this Person,Single / Never Married,Some of the time,Conservative,No Record of Voting,No Record of Party Registration,,,No Record of Registration,"Yes, definitely",,Yes,,,,
Male,Own,Approve / Somewhat Approve,Not Very Strong Democrat,Democratic,Not protestant,No,Buddhist,union,Very Important,Approve / Somewhat Approve,Asian,Strongly Approve,,42,Gotten better / somewhat better,2-Year,Strongly Approve,A Few Times a Year,Full-Time,50k - 60k,No,Yes,Arizona,2015,union_hh,No,Strongly Approve,Separated,Most of the time,Liberal,,,,,,,,,,,,
Female,Own,Approve / Somewhat Approve,Not Very Strong Democrat,Democratic,Not protestant,No,Hindu,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,56,Gotten much worse,2-Year,Strongly Disapprove,Never,Full-Time,70k - 80k,No,Yes,Virginia,2022,union_hh,No,Approve / Somewhat Approve,Married,Most of the time,Very Liberal,,,,,,I already voted (early or absentee),,No,,,,
Male,Rent,Strongly Disapprove,Lean Democrat,,Not protestant,Yes,Roman Catholic,union,Very Important,Approve / Somewhat Approve,Asian,Strongly Disapprove,Citizen,43,Gotten better / somewhat better,2-Year,Strongly Disapprove,Once a Week,Homemaker,20k - 30k,No,Yes,California,2018,union_hh,No,Strongly Disapprove,Married,Most of the time,Conservative,Voted,No Record of Party Registration,,Republican,Active,"Yes, definitely",,Yes,,Republican,Republican,Republican
Female,Own,Never Heard / Not Sure,Not Very Strong Republican,Democratic,Not protestant,Yes,Roman Catholic,union,Very Important,Never Heard / Not Sure,Asian,Never Heard / Not Sure,Citizen,41,Gotten better / somewhat better,Some College,Never Heard / Not Sure,Once a Week,Other,40k - 50k,No,Yes,California,2016,union_hh,No,Never Heard / Not Sure,Married,Don't Know,Conservative,Voted,No Record of Party Registration,Democratic,Democratic,Active,"Yes, definitely",Democratic,Yes,Democratic,Democratic,,
Female,Rent,Never Heard / Not Sure,Independent,Democratic,Baptist,No,Protestant,union,Very Important,Approve / Somewhat Approve,Asian,Never Heard / Not Sure,Citizen,20,Stayed about the same,Some College,Never Heard / Not Sure,Once a Week,Student,Less than 10k,No,Yes,Georgia,2016,union_hh,No,Never Heard / Not Sure,Single / Never Married,Some of the time,Liberal,Voted,No Record of Party Registration,,,Active,Probably,Democratic,Yes,,Democratic,,
Female,Rent,Strongly Approve,Strong Democrat,Democratic,Not protestant,No,Muslim,union,Very Important,Approve / Somewhat Approve,Asian,Strongly Approve,Citizen,22,Gotten worse / somewhat worse,4-Year,Approve / Somewhat Approve,Once or Twice a Month,Full-Time,Less than 10k,No,Yes,California,2022,union_hh,No,Approve / Somewhat Approve,Single / Never Married,Most of the time,Very Liberal,,,Democratic,Democratic,,"Yes, definitely",,Yes,Democratic,Democratic,Democratic,Democratic
Male,Own,Approve / Somewhat Approve,Strong Republican,Republican,Not protestant,No,Roman Catholic,union,Very Important,Strongly Approve,Asian,Strongly Approve,Citizen,44,Gotten much better,Post-Grad,Approve / Somewhat Approve,Once a Week,Full-Time,70k - 80k,No,No,Colorado,2019,union_hh,No,Approve / Somewhat Approve,Married,Only now and then,Moderate,,,,,,,,,,,,
Female,Own,Approve / Somewhat Approve,Strong Democrat,Democratic,Not protestant,No,Hindu,union,Very Important,Strongly Approve,Asian,Never Heard / Not Sure,Citizen,66,Stayed about the same,4-Year,Disapprove / Somewhat Disapprove,Once a Week,Part-Time,10k - 20k,No,Yes,Virginia,2012,union_hh,No,Strongly Approve,Widowed,Most of the time,Moderate,No Record of Voting,No Record of Party Registration,Democratic,Democratic,Unregistered,"Yes, definitely",Democratic,Yes,Democratic,Democratic,,
Female,Own,Strongly Disapprove,Lean Republican,Republican,Not protestant,Yes,Mormon,union,Very Important,Strongly Disapprove,Asian,Strongly Disapprove,Citizen,49,Gotten much worse,4-Year,Approve / Somewhat Approve,More Than Once a Week,Homemaker,Prefer not to say,No,Yes,California,2013,union_hh,No,Strongly Disapprove,Married,Most of the time,Very Conservative,,,,,,,,,,,,
Male,Rent,Approve / Somewhat Approve,Strong Democrat,Republican,Not protestant,No,Buddhist,union,Very Important,Strongly Approve,Asian,Strongly Disapprove,Citizen,54,Gotten much better,Some College,Approve / Somewhat Approve,Once a Week,Full-Time,60k - 70k,No,Yes,California,2020,union_hh,Yes,Strongly Approve,Married,Most of the time,Very Liberal,Voted,No Record of Party Registration,,Democratic,Active,"Yes, definitely",Republican,Yes,,Democratic,,
Female,Own,Disapprove / Somewhat Disapprove,Not Very Strong Democrat,Democratic,Not protestant,No,Hindu,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Citizen,28,Stayed about the same,4-Year,Approve / Somewhat Approve,Once or Twice a Month,Full-Time,50k - 60k,No,Yes,Ohio,2014,union_hh,No,Approve / Somewhat Approve,Single / Never Married,Only now and then,Moderate,No Record of Voting,No Record of Party Registration,,Republican,No Record of Registration,"Yes, definitely",,Yes,,Republican,,Democratic
Female,Rent,Approve / Somewhat Approve,Not Sure,,Not protestant,Yes,Roman Catholic,union,Very Important,Approve / Somewhat Approve,Asian,Approve / Somewhat Approve,Non-Citizen,36,Gotten better / somewhat better,4-Year,Never Heard / Not Sure,Once a Week,Part-Time,Prefer not to say,No,Yes,California,2016,union_hh,No,Disapprove / Somewhat Disapprove,Married,Some of the time,Not Sure,No Record of Voting,No Record of Party Registration,,,No Record of Registration,No,,,,,,
